freq,word,exfreq,LL,sig
1,onion,9,7,0.01
1,tools,14,7,0.01
1,ever,5,8,0.01
1,who,5,8,0.01
1,could,7,8,0.01
1,build,7,8,0.01
3,for,392,8,0.01
1,against,4,9,0.01
1,botnet,1,11,0.001
1,script,1,11,0.001
1,discussion,1,11,0.001
1,those,1,11,0.001
2,methods,41,12,0.001
1,dos,0,14,0.001
1,scripts,0,14,0.001
1,imagine,0,14,0.001
1,ddosers,0,14,0.001
1,ghostsquad,0,14,0.001
1,stresser,0,14,0.001
2,perl,1,24,0.0001
2,defending,0,28,0.0001
2,experimental,0,28,0.0001
2,theoretical,0,28,0.0001
5,ddos,1,66,0.0001
